tupi,portugues
AKUB' AlBA,"morno, tibio."
AKU' BORA,"animoso, caloroso. Esquentado, quente. Substantivo: o que estã com febre."
AKOÉ,"de aproximaqao: aquele(a)(s), eis que jã."
AKOÉÍA,"de aproximacão: aquele(a)(s), eisque jã, eis que lã, eis que então."
AKOéÍA-PE,"de aproximacão: ai, ali, lã, no lugar de que falamos."
AKUÉÍ'-gOerA-BÉ,desde então.
AKOéÍ'-ME,antigamente.
AKUÍ,"enxuto, seco."
AKUl-XAl,intransitivo: esboropoar-se.
AKU-PE,predicativo: ser quente.
AKURA-S,"baia, enseada, pogo de rio, remanso."
AKURÉ-I,o que tem protuberãncias. Adjetivo:
AKURÉ-I,"agitado, sacudido.? Contendo calhaus ou seixos, encarocado."
AKURE-I,"transitivo: agitar, sacudir. Verbo: pro nominai: agitar-se, sacudir-se. Intransitivo: colear."
AKUTI,"cutia, roedor. da familia dos dasiprocti- deos, genero Dasyprocta."
AKY!,-: 61 ai!
AKY-KY,variedade de bugio.
AKY-MA,variedade de bugio. Adjetivo: molhado.
AKY-PUEM-BO-URA,"rastro (vindo de), Ver bo transitivo: seguir o rastro de (vindo)."
AKY-PUE'-MO-MO-CEMA,rastro (acossando).
AKY-PUE'-MO-NDó,rastro (indo). Verbo: transitivo: seguir o rastro de (indo).
AKY-PUERA,"parte posterior, pegada, ras tro, vestigio."
"AKYR-A,","cata-piolho, nome vulgar do polegaP,"
"AKYR-A,",.
AKYRA,"novo, verde."
AKYRA-A,"imaturo, verde."
AKYR'-ARA,aborto. Adjetivo: abortivo.
AKY-TÃ,grão. Adjetivo: curto.= a-póai.
AKY-T-ABA,estreito no meio e largo nas extremi- dades.
AKY-TÃ-BUERA.<,"miudeza, resto."
AMA-BERABA,"raio, relãmpago."
AMA-QUNUNGA,trovão.
AMAE-IO!,: ó!
AMA-MAN-A,"transitivo: enastrar, enlagar, entralagar."
AMA-MBYK-ABA,"faixa, ti- ra."
AMA-MBYK-ABA,Fim.
AMANA,"ãgua de chuva, chuva, nuvem dãgua."
AMAN-A,"transitivo: amarrar, cercar, enrolar, envol- ver."
AMANA-ÍARA,"manda-chuva, o senhor da chuva."
AMANA-TB,reuniao.
AMANA-ÍÉ,"transitivo: convocar para a gúerra, convidar para companheiro de viagem, avisar, mandar para a reuniao, mandar recado para a guerra, ou convidar para a reuniao ou encontro."
AMANA-R-Y-PYAKA,geada.
AMANA-R-Y-PYAKA,Neve.
AMANA-Y,a ãgua da chuva.
AMANA-Y-ó,o que vem das chuvas.
AMAND'-ABA,"o circulo, a roda, rodeio. Adjeti- vo: arredondado, circular, redondo."
AMAND'-U-IO,o que dã o novelo do algodão.
AMAND'-Y,a ãgua da chuva.
AMAND'-Y-Bã',"chuva de pedra, granizo, sarai- va."
AMAND'-Y-KYRA,goteira de chuva. Nome da ser ra da Mantiqueira.
AMAN'-PITUNA,nuvem carregada dãgua.
AMAN'-PYTUNA,"nuvem carregada dãgua, tempo carregado, tempo escuro ou brusco."
AMAN'-U-IO-TYBA,"o local onde se cultiva o al godao.' 0 algodoeiro, ãrvore ou arbusto da famT lia das gossipiãceas, genero"
AMAN'-U-IO-TYBA,Gossipium.
AMA-R-AG-Y,rio procedente da chuva.
AMARANA,quédo.
AMARAN-A,factivo: estar quieto (na forma nega- tiva).
AMA-TIRI,raio: amã-tiri.
AMA-TIRI,raio.
AMBABA,lugar.
AMBARfi,"lagartixa, réptil da familia dos geco- nldeos."
"AMBA-YBA. Botanica: ambauba, ãrvore da familia das morã- ceas, gênero Cecropia","figo, figueira, ãr- vore da familia das morãceas, gênero Ficus."
AMBfi,"barriga, a parte entre os quadris, ventre."
AMBfi,transitivo: continuar de pé.
AMBfi-AÍO,bolsa de gambã.
AMBÉ-AOBA,tanga.
AMBÉ-AOBA,"""Cache-sexe"", cerou- las, cal"
AMBÉ-AOBA,a.
"AMBfi-AóBA-QYKA,",trapo.
AMB-I-PE,"algum dia, futuramente, em alguma ocasião (futuro)."
A-MBO,cinco.
AMBU,"barulho, grunhido, ruido, roncador, tropel."
AMBU,"intransitivo: grunhir (o porco), roncar."
AMBU-Ã,"centopéia. Designagão de vãrios miriã- podes das familias dos julidas e polideomidas, chamados atualmente embuã."
AMBUBA,"monco, moncoso."
AMBUB'-OK-A,transitivo: assoar o nari
AMBUB'-OK-A,.
AMBU'-OK-A,transitivo: assoar o nari
AMBU'-OK-A,.
AMBY-AQY,fome. Adjetivo: faminto.
AMBY-AQY,factivo: estar com ou ter fome.
AMBY-AQY-BORA,faminto.=amby-acy-
W4BY-ACY-BORA-POIa,transitivo: dar de comer aos que tém fome.
AMB'-YKY-KURUB-A,transifivo: brotar os oihos do rebento.
AMBY-KYRA,"broto, grelo, rebento, renovo. - axny-kyfa."
AMERE-CYMA,"variedade de lagartixa,"
AM'-EYMA,"negativo do futuro do infinito verbai ou do substantivo,"
"AMI,","factivo: estar de pé. - aml-ote,"
AMI,transitivo: espremer.
AM'-IO-TE,factivo: estar de pé= ami. ii it
"AMó Indefinido: alguma, um certo, outro (s), outras coi sas, varios, diversos(as),","certo, ver dadeiro. Artigo: um."
AMO,"de Gerúndio: dos verbos de Pronome: paciente,"
"Nasaliza-se em ""n'amo"". Se o tema do",aca- ba em vogal tonica
"Nasaliza-se em ""n'amo"". Se o tema do",1
"Nasaliza-se em ""n'amo"". Se o tema do","Preposigao; como, conforme, segundo."
AMó,"de aproximação: mais para la, além, longe,= amo-ngoty’."
AMó-AKYM-A,"transitivo: aguar,"
"AMó-AMó-NEME,",ve
"AMó-AMó-NEME,",.
"AMó-MBAÉ. Particulas agrupadas,","indefininido: algo, alguma coisa,"
AMó-ME-fi-NHÉ. Particulas agrupadas,"poucas vezes,"
AMó-NEME,"futuramente, Indefinido; algumas vezes."
AMONG,"-É-ABA- Botanica; variedade de graminea,"
"AM5‘NGY,","transitivo:' emplumar o corpo de, enfeitar o corpo de"
"AM0-NGOTY,","de aproximação: iã, alem de, longe.= amo."
AMO-PIRA,"cachilhos, franja, 2 Prepucio."
AMORfi-PINIMA,variedade de peixe marinho. 7\mO-T-ABA. Substantivo: bigade
AMOTÃ † -KATU,transitivo: amar.
AMOTAR-A,"transitivo: anaar, querer bem,"
AMOTAR-EYMA,"transitivo: detestar, odiar, querer mal"
AMOTAR-EYM-BARA,"desafeto, inimigo."
AMO-Y-PIRA,"o que fica do outro Xado ou da ou tra banda, o vizinho da outra margem. Adjetivo: aliado, estrangeiro."
A-MU,gente aparentada.
AMUÍA,avo.
AMOIa,avo.
AMO-I-BAE-PAGOaMA,antepassados. avos.
AMO-NDABA,"aldeia vizinha a, arrabalde."
"AMYlA,",avo.
AMY-I-NDABA,"aldeia vizinha a, arrabalde."
"AMY-I-OKA,","casa vizinha a, vizinhanga,"
AMYÍ-PAGUAMA,"antepassados, avos,"
AMY-KYCIMA,"pegajoso, viscoso."
AMY-KYRA,"Ijrrotp, renovo."
AM-YRA,"defunto, finado: amb-yra,"
AM-YR'-I,"defunto, finado (forma afetiva, da- da pelo su"
AM-YR'-I,"ixo""-i"". -k"
ANA-gE,"parente chegado, consanguineo."
ANA-GO-YKY-TINGA,tecido da parte póstero- superior da coxa.
ANA-GO-YRA,tecido da parte póstero superior da coxa. =' ana-gu-yky-tinga.
ANAKÃ,variedade de periquito.
ANAMA,"casta, nação, parciali- dade, parente, parentela, parentesco, raga. Ad- jetivo: espesso, grosso e chato, grosseiro, de cabega achatada. Particula: nasalação de ""g-a- rama"" (futuro de ""gara""): que, o que."
ANÃ-MBÉ,nome de varias aves da familia dos cotingideos.
ANAM-UQU,: grossao.
ANÃ-NGATU,: muitos (muito pouco usado).
ANDARA,"abragado para a danca, que danga abraga- do."
A. NDÃ-YÃ,copioso em amãendoas.
AND'-UBA,"transitivo: sentir, perceber, pressa giar, pressentir."
AND'-YRA,"morcego, mamifero quiróptero."
ANDYRÃ-AKA,variedade de morcego.
ANG,de aprokimação: este.
ANGA,parte posterior.. 2 Abrigo. 3
ANGA,"Alma, eco, sornbra. Advórbio tem- poral: agora. Indefinido de aproximação (de co_i sa que se estã yendo): este{a)(s), isto (visi"
ANGA,"- vel ou invisivel), eis aqui, eis este, eis que jã."
ANGÃI,": ó! ó, sim! ó, que bom!"
ANGA(gUPÉ),"transitivo: lembrar, ocorrer."
ANGA-AYBA,"1 alma ruim, infeli"
ANGA-AYBA,ou danada. 2 A vis ão mã.
ANGÃ-BA! Voaativo: ó sim! qre bom! por favor! Com,"afirmativo, S evpvcssao de louvor, afeto, cari- nhq,. compaixão, nem sempre tradutivel«= muru- angaba. Substantivo: o bom do, o coitado do. Ad- vérbio: por fim."
ANGABA,sinal. 0 ãC
"ANGAB-Í-ME É. Partlc. ulas agrupadas. Drminutivo de ""angaba"", para encarecer com realce’unta ¡falta. Ex: ybyrã angã-pe é amãe! 5 lugar para",er paus.
ANGAG-OERA,o que vitupera.
ANGÃ-I,"absolutamente não. 0 Sufixo: ""-i"" é de negaqao. Substantivo:: esplrito fraco. 0 Sufixo: ""-i"" é diminutivo."
ANG'-AIBA,"magro, mau."
ANG'-AIBAB-I-ÍARA,"definhado, tuberculoso."
ANG'-AIB'-ARA,"magro,"
ANG'-AIB'-Í,um pouquinho mais.
ANG'-AI'-BORA,magro.
ANGA-ING'-AIBA,"doido, louco."
ANGA-ING'-AI'-BORA,"doido, louco."
ANGA-I-PABA,"depravação, maldade. f. pecado."
ANGA-I-PAB'-I,pobre diabo.
ANGA-I-PÃ-BAE,malvado.
ANGA-I-PÃ-BAE,pecado. =
ANGA-I-PÃ-BORA,malvado.
ANGA-I-PÃ-BORA,pecador.
ANGA-I-PAB'-YPY,pecado original.
ANGA-I-PA'-GUERA,rebutalho.
ANGA-I-PAB'-ABA,modo de ser mau.
ANGA-I-PAB'-ABA,"maldade. pecado, ruindade."
Ã-NGATU-RAMA,"bondade, virtude."
Ã-NGATU-RAMA,"o bem aven- turado, a santidade. Adjetivo:"
Ã-NGATU-RAMA,"bem aventurado, santidade. 2 Bom, feli"
Ã-NGATU-RAMA,", generoso."
Ã-NGATU-RAMA,"bondoso, préspero, santo, venturoso."
ANGA-Y,rio das almas.
ANG'-EKO,"afliqao, angustia, cansaqo, tristeza."
ANG'-EKO-AÍBA,"afligao, angustia, cansaço, tris teza."
ANG'-EKO-TEBE,"aflito, angustiado, triste. Subs- tantivo: ãnsia, afligao, angustia, tristeza."
ANG'-EKYÍ-A,transitivo: conquistar o coração de.
ANG'-EPlAK-A,transitivo: ver a imagem.
ANG'-E-R-EKO,"transitivo: ter cuidado com, zelar. Subs tantiyo •. preocupa. gao."
ANG'-ETÃ,"duvidoso, indeciso."
ANG' -I-RÉ,doravante.
ANG' -U EKYl-A,transitivo: conquistar
ANG' -U-ENDABA,lugar de estar a alma.
ANG' -OERA,"alma, espirito - ang'uere, em tupinambã."
ANG' --OERA-gO.',"transitivo: espantar, atemorizar, as- sustar."
ANG' -u-É-R-EKO,"transi. tivo: ter cuidado ou preocupa qao com, cuidar de."
ANG' -U-I-ME,pertinho.
ANG' —U-I-RÉ,doravante.
ANHA,"1 dente.= ãia. 2 Massa, corte, talho."
ANHA-gY,"peqonhento, venenoso (animal que 1 morde),."
ANHANA,"empurrado, expelido."
ANHANGA,nome de um ginio da floresta.
ANHANGA,"de- monio, diabo."
ANHANG'-ABA-U,o bebedouro dos maleflcios.
ANHANGA-R-ATÃ,"fogo-do inferno, fogo do dia bo, fogo eterno."
ANHANGA-R-EPOTI-,enxofre. 71NHANGA-Y. Substantivo: ãgua ou rio-do diabo.
ANHANG'-I-IaRA,transitivo: por luto.
ANHANG'-OERA,a cova do diabo.
ANHANG'-U-Í,enxofre.
ANHA-Pó-pOera,argola.
ANH'. APUÃ,presas (dentes caninos).
"ANHÉ,","ãs pressas, apressadamente. 2 Assim, assim é, certamente, de verdade,, é verdade, sim. Adje- tivoi legltimo, sem misturã."
ANHÉ-ANHÉ. Partlcula reduplicada para énfase,ãs pressas.
ANHÉ-gYlA,"dente bóto, dente canino, presa (dente)."
ANHfi—É-ANHfi,transitivo: irregular: rebater.
ANHÉ-É -NHÉ,"transitivo: irregular; afirmar, dizer que sim."
ANHfi-KO. Particulas agrupadas,talve
ANHfi-KO. Particulas agrupadas,.
ANHÉ N'AKO. Particulas agrupadas,talve
ANHÉ N'AKO. Particulas agrupadas,.
ANHÉ-P'ANHfi? Particulas agrupadas,interrogativo: hã pressa?
ANHÉ-R'AKO-REA. Particulas agrupadas,talve
ANHÉ-R'AKO-REA. Particulas agrupadas,.
ANHfi-R'AKO-REl. Particulas agrupadas,talve
ANHfi-R'AKO-REl. Particulas agrupadas,.
ANHÉ-RA0. Particulas agrupadas,assim é. Na forma interrogativa: é assim? é pos slvel? (zombaria).
ANHÉ-RA0-PE. Particulas agrupadas,assim deve ser.
ANHÉ—RAO-PE-é. Particulas agrupadas,assim dizem.
ANHÉ-RA0-PE-RI. Particulas agrupadas,talve
ANHÉ-RA0-PE-RI. Particulas agrupadas,as- sim.
ANHÉ-REÃ. Particulas agrupadas,assim.
ANHÉ-REl. Particulas agrupadas,assim.
ANHÉ-RUA-P' ANHÉ?. Particulas agrupadas,"interro- gativo, por via negativa: não assim?"
ANHÉ-'TÉ. Particulas agrupadas,"certamente, é verdade, assim e, de verdade."
ANHÉ-'TÉ-KATU. Particulas agrupadas,certamente assim.
ANHÉ-'TÉ-KATU-NHÉ. Particulas agrupadas,cer- teza.
ANHÉ-TE-MO! Particulas agrupadas,oxalã fosse assiml
ANHÉ-TE-MO-NE! Particulas agrupadas,oxalã fosse assim!
ANHÉ-TE-MO-NE-..-MA! Particulas agrupadas,oxalã1
ANHÉ-'TÉ-'TÉ-KATU-NHÉ. Particulas agrupadas com duplicação de realce,com toda certeza.
ANH'— INGA,"biguatinga, ave da familia dos ploctideos."
ANH'-I-TINGA,espécie de corvo.
ANHO,"só, somente."
ANHó-FXN-A,transitivo: acepilhar.
ANHó-TYM-A,transitivo: soterrar.
ANH'-UBAN-A,transitivo: abraqar.
ANHUMA,"ave da familia dos anhimideos, genero"
ANH'-UP'OKA,ave da famxlia dos palamedeideos
ANH -U-R-i,"colo, pescocinho, 2 0 que e estrei- to no meio."
ANH † -YMA,"ave da familia dos anhinldeos, gene- ro Anhuma"
ANH'-Y-NHUNG-A,pronominal: arrugar-se
ANH'-YPY-POERA,argola
ANINGA,arrepio.
ANING-A,reflexivo: arrepiar-se
ANONG-A,"transitivo: agourar, prognosticar, augurar."
ANóI-A,de lã
ANóI-A,da banda de lã.
ANUM«,"anu ou anum, pãssaro da familia dos cu- culideios, gênero Crotophaga e Guira,."
Aó,transitivo: injuriar. Forma gerundio de modo es- pecial por terminar com duas vogais. Ex. a5-abo: injuriando.
AóA,"de proximidade: esse(a)(s) mesmo(a)(s). S so de uso de homems, mas quase sempre no sentido plural."
Aó-AlBA,trapo. ~ ao-ai-guera.
Aó-Al † - gOera,trapo.
AóBA,"veste, revestimento."
AóBA,"pano, roupa. Ver- bo transitivo: encobrir:, envolver, vestir rou- pa,"
AóBA-CYKA,"gibão, jaqueta."
"AóBA-YBl, Substantivo;",véu.
AóB -OK-A,"transitivo: tirar a roupa, despir. A pes- soa é o objeto direto."
AOB'-ugu,: vela de barco. 2J7 aO'-IubA
Aó'-IUBA,manga de roupa. a 0'-KU-A
Aó'-IUBA,AND'-OKA. Substantivo:
Aó'-IUBA,pelote.
A0'-MONDEB-A,transitivo: véstir.
AOPA-T-XlA,botao de roupa.
AOP'-O-BEBÉ,pano fino.
AO'-PY-AgAB-A,intransitivo: - tecer pano.
Aó —PY-ASAP' -ABA,lan<jadeira de tear. 'k k k
"A-PA. Prefixos agrupados com funqao adverbial: de todo, todo(s), totalmãente."" Pã"" é um indefinido e ""a"" um quase",e quase radical.
APA,"desabado, desmonorante."
A-PA- <J-OK-A<,"transitivo: socar, macetar, pilar todo"
APA-GOI,: coitadol obal ui!
A-pA-iE,"debrugado, inchado, inclina- do"
A-pA-iE,"maduró, tombado Substantivo: madureiro,"
"APA-IEreb-A,","intransitivo: rolar, revolutear to do, revirar."
"APA-IugOA,","confuso, embrulhado, encarogado, mis- turado.- apa-tyra. Substantivo: bolota r glanulação, grumo f"
APA-KATU,"transitivo: dobrar pelas pontas, acertar as pontas, encurvar."
A-pA-KUIa,"intransitivo: desmonorar-se todo, derrocar, acabar-se todo, cair desmonorando."
APA-MOKAN-A,"transitivo: remexer, misturar tudo ou todo."
A-PAN-A,"transitivo: não atingir a cabega em cheio, atingir somente de raspão."
APA-pOARA,dobra- Verbo: transitivo: dobrar todo.
APA-PUBA,"fofo, todo mole."
APARA,"aleijado, encolhido, encurvado, entrevado."
"APARA,","transitivo: encurvar, entortar"
APARÃ'-lE-REB-A,"intransitivo: cair rolando, rolar."
APARAR,"intransitivo: cair (o que estã assenta do ou pousado, como gente, ponte, casa, prato), vergar-se (cair do lugar)"
APAR # -ATA,"espesso, duro, hirto."
"APAR # -É-YBA,",", Arvore do gênero Rhizophora."
APAR'-I,"transitivo: entortar. Adjetivo: curvo, torto."
APAR'-OK-A,"transitivo: desentortar, endireitar, re- tificar, tirar a curvatura."
APAR'-YBYR-A,"transitivo: dobrar pelas pontas, empa- relhar."
APÃ-TYNA,"encarogoado, embrulhado, misturado."
APÃ-XIXÃ,"encarogoado, embrulhado, misturado."
APÃ-XIXÃ,"encarogoado, embrulhado, misturado."
A-PÉ,1 caminho.
A-PÉ,", de fruto duro, etc.), casco, concha, escama. 3 Superficie (contrãrio de aves so)."
APÉ,direito.
APÉ,derivacional dos aue de noirtes formam nomes. Es- tã no limite entre Afixo: e radical de coisa ex- terna.
APE,"as tortas, torto."
A-PÉ-AQABA,a saida do caminho.
A-PÉ-AQU,1 estrada na praia ou na margem do rio. 2 0 ponto. 3
A-PÉ-AóB-A,forro. Verbo: transiti- vo: forrar (por fora).
A-PÉ-Aó'-PABA,forro.
A-PÉ-APY,"transitivo: queimar (barco, para calafe - tar. - a-pé-reba."
A-PÉ-ARA,"parte exterior, parte externa, su- perficie."
APEARÉ,variedade de inseto.
APÉ-AR0,transitivo: esperar escondido a passa- gem de.
A-PEBA,"achatado, largo e arredondado."
A-PEB'-2,"achatadinho. 0 ""-i"" é diminutivo."
A-PEB'-UQU,"achatadão. ""Uqu"" é aumentativo."
A-PÉ-BURA,estufado.
A-PEK-A,transitivo: chamuscar.
A-PÉK-E-RÃ,"aparado, raso, tosado."
AP'-EKO,"intransitivo: frequentar, visitar."
A-PÉ-KO,"lingua, superflcie alongada, como trato de terra do litoral, da praia, etc.= ku."
A-Pé-KU-MA',"fuligem, picumã."
APÉ-KY-CYMA,dianteira
"APÉ-MIM-A,",transitivo: murar.
APENG'-OK-A,"transitivo: desentqttar, endireitar."
APÉ-NUNGA,onda.
A-Pfi-OK-A,transitivo: descascar ou tirar a casca grossa.
APE-OK-A,"transitivo: desentortar, endireitar, tirar o torto."
APÉ-'Pfi,":'caminho amplo. 2 Planicie, coisa plana."
APÉ-PE'-NDOARA,"transitivo: ir ao encontro de, sair ao en"
APÉ-PE'-NDOARA,ontro de.
A-PÉ-PU-KU-MA,fuligem
A-PÉ-PU-KU-MA,picuma.
APÉ-PU,": bravata. Adjetivo: brava- teiro, blasonador. 2 Duvidoso, indeciso, leviano."
A-PÉ-PUERA,"crosta, concha, casca."
A-PÉ-PY-XAGOANA,precinta.
A-PÉ-PY-XUGOaNA,precinta.
APEREA,"preã ou piriã, roedor do gênero Cavia."
A-PÉ-REB-A,transitivo: queimar. - apé-apy.
A-PE-RERA,"embrulhado, encaroqado, misturado. 2 Aparado, igual, raso, tosado. Verbo: transitivo: aparar, tosar."
A-PÉ-TYBIRA,caminho cheio de poeira.
A-PÉ-UBAND'-ABA,forro.
APÉ-YBA,: pau de jangada.
A-PI,"transitivo: 1 atirar flechas ou pedras, acertan do, sem penetrar, ferir a cabeça de, relar ern, dar marrada, dar cabeçada. 2 Tropeqar em."
A-PIÃ,"pénis circuncidado, testiculo."
"APIABA,","malhado, manchado."
APIA-g 0AQU,hérnia escrotal.
APlA-GOERA,sinãl de pedrada.
APIÃ-NUPÃ,transitivo: capar ou castrar por esmagamento.
APIÃ-OK-A,transitivo: capar ou castrar por extração.
APIÃ-OK'-I-PYRA,castrado.=apiã-y-i-ok'-i pyra.
APIAR-A,"transitivo: atender, cumprir (na lin- guagem dos homems), obedecer, observar."
APIÃ-ÍÍA,testiculos.
APIÃ-5'-I-OK'-I-PYRA,castrado.
A-PI'-BURÃ,estofado.
API-gugUNGA,o latejar ou palpitar da moleira.
"API-KUl.,",caspa.
A-PIN-A,"transitivo: cortar o cabelo de, rapar a ca- be"
A-PIN-A,a por cima ou de.
A-PINA,"pelado na ponta ou na cabecja, rapado por cima. No sentido de pelado pode ser a cabega, o topete, o grão, etc."
API-PEMA,"alto do nonte, espigao, ponta angu- losa. 2 Quinã."
A-PIRA,'couro da cabega (humana). 2 Pre- pucio.
A-PIR'-ABA,pelo da cabega.
A-PIR'-AlBA,"impetigem, usagre."
A-PIR'-ABOO_,transitivo: pelar a cabega de.
A-PIR' -ABOO-I,transitivo:' pelar a cabega de.
A-PIR'-AMO,trãnsitivo:
A-PIR'-AMO,"mergulhar, por de molho. 2 Aguar, regar."
A-PIR'-ETAB-A,"transitivo: aparar o cabelo de,"
APITI,"transitivoi matar fazendo grande es- trago fisico, espatifar, fazer mortandade, tru- cidar."
APITI-TINGA,mancha branca na cabega.
APIT'-U-MBEKA,raoleira.
A-PI-XABA,cutilada ou pancada na c
A-PI-XABA,bega.
A-PIXÃ-EMBÉ,cachãgo de anta.
A-PIXAI,"bolota de farinha de man- dioca (puba). Adjetivo: crespo, enrugado."
APIXAM,transitivo: beliscar.
API-XA'-PABA,cutilada.
API-XAiiA( (T -j,"o próximo, o semelhante."
API-XOgoi:-A,"transitivo: 1 contar, ler ou relatar al- go aos trancos. 2 Marchar contando. 3 Tomar uma coisa, deixando outra."
A-PIXYB-A,transitivo: afagar a cabega de.
APO,"de proximidade: aquele(a)(s), aquilo (cujo nome me foge."
APO,"a base, a fundação, rai"
APO,.
APO{I—},"transitivo: ajeitar, fazer, preparar. 2 guisar,"
A-POA-I_,curto.
APOAM-A,intransitivo: empinar-se.
"APOANA,",factivo: estarem juntos muitos.
"APOA-NAMA,","cerrado, denso, encorpado, espesso."
APO-I,transitivo: fazer.
A^PQ-MONGA,coisa arredondada. Adjetivo: viscosa
APONA-O-RÉ,factivo: estarem juntos muitos.
"APONGA,",opilapao. Adjetivo: opilado.
APó-OK-A,transitivo: arrancar pela rai
APó-OK-A,","
APó-POR-A^g-),"transitivo: irregular: nascer a plumagem em,"
APó-PUERA,rebutalho.
A-POR-A,"transitivo: Na forma negativa: 1 brigar, discutir, teimar (tudo com palavras"
A-POR-A,"sem ação). 2 Não desistir, insistir, perseverar, persistir. Verbo: fac tivo; ser importuno,"
A-POR'-EYMA,"briga, discussao, teima. Adjet_i vo: pertina"
A-POR'-EYMA,", teimoso,"
A-POR-EYMA,"transitivo: brigar, discutir, tei- mar,"
A-PUX,"montao, monte. Adjetivo: 1 arredon dado, esferico, redondo. 2 Ajnonto r ado/ pontudo,"
"APUA,","1 cabo, ponta de terra, ponta {de ãrvore). 2 Lãbio superior, beigo. 0 lãbio infe- rior é ""embé (t-)"". ( APUA-ABA. Substantivo: bigode, bugo."
APUA-gYAB“A,"transitivo: despontar, cortar as pontas de."
APUA-I,curto.
APUÃ-MO-PEN-A,transitivo: quebrar as pontas de.
APUANA,ligeiro.
APUAN-A,"intransitivo; andar muito depressa (pisando alto), correr. Verbo: predicativo: ser ligeiro."
"APUÃ-O-BYRA,",ponta. Adjetivo: pontudo.
APUÃ-OK-A,"transitivo: agugar, afiar, fazer ponta em,"
APUÃ-PYK-A,"transitivo; 1 acolher, apanhar, recolher, juntar. 2 Encolher,"
"APUAR-A,",transitivo: enrolar.
APUÃ-T-URU,rombudo.
A-PUBA,maduro.
APOÉ-KATU,longe.
APU-GO-ARA,"transitivo: amortalhar, liar, enrolar defunto."
APU-MIM-A,"transitivo: afundar, mergulhar.= apy-mim-a,"
A-PU-PA0,"1 entrepernas, espago entre um pé e outro, passo. 2 Regaqo."
APU-PAU-MBI-R-ARA,transitivo: abrir as pernas de.
APU-PAO-MEKÃ,"transitivo: abrir as pernas de, escarrapachar."
APU-PA0-MOMB'-OK-A,transitivo: abrir as pernas de.
APU-PÉ,"as partes sexuais da fimea ou da mulher, vulva."
APU-PIRA,"partes sexuais da femea ou da mulher, vulva."
A-PU-RUPÃ,transitivo: dar ou bater na cabega de.
APU-T-UUMA,polpa.
APU-T-UUMA-OBA,"meninge, rede ou teagem dos miolos."
APU-T-UU-MBIRA,rede ou teagem dos miolos.
APU-T—U0-MB-OK-A,transitivo: tirar a polpa de.
APY,"transitivo: marcar, queimar, requeimar."
APÍAB-A,"1 Indio, indigena, naqao, povo. 2 Ho- mem macho, varao. Adjetivo: nãoho."
APY-AB'-AIBA,Indio.
APY-AB'-AIBA,selvagem.
APYAB-A-ugu,"homem adulto, homem raaduro."
APYÃ-BEBfi,:
APYÃ-BEBfi,anjo.
APY-AMA,inclinado.
APYÃ-PAGOama,antepassados.
APYQÃ,ouvido. Como expressao do ouvido pode significar: atengao.
APYCÃ,transitivo: ouvir.
APYgÃ-ANAMA,": mouco, surdo."
APY-gABA,marca.
APYgÃ-BYRA,"ouvido erecto, ouvido atento."
APYgÃ-EYMA,"pertina 2, surdo a. Em Piratininga= apy"
APYgÃ-EYMA,a-karara.
APYgÃ-KARARA-,pertina
APYgÃ-KARARA-,", surdo a."
APYgÃ-KUÃ-IÉO,trahsitivo: ficar surdo.
APYgÃ-KÚÃ-KANHEM-A~,transitivo: ficar surdo.
APYgÃ-KUARA,oriflcio auricular.
APYgÃ-KUARA-BY',"a coisa ouvida, a pessoa que ouve (objeto)."
