tupi,portugues
AMANA-IE.,"transitivo: convocar para a guerra, convidar para companheiro de viagem, avisar, mandar para a reuniao, mandar recado para a guerra, ou convidar para a reuniao ou encontro."
AMANA-R-Y-PYAKA.,geada.
AMANA-R-Y-PYAKA.,Neve.
AMANA-Y.,a agua da chuva.
AMANA-Y-O.,o que vem das chuvas.
AMAND'-ABA.,"o circulo, a roda, rodeio. Adjeti- vo: arredondado, circular, redondo."
AMAND'-U-IO.,o que da o novelo do algodao.
AMAND'-Y.,a agua da chuva.
AMAND'-Y-Ba',"chuva de pedra, granizo, sarai- va."
AMAND'-Y-KYRA.,goteira de chuva. Nome da ser ra da Mantiqueira.
AMAN'-PITUNA.,nuvem carregada dagua.
AMAN'-PYTUNA.,"nuvem carregada dagua, tempo carregado, tempo escuro ou brusco."
AMAN'-U-IO-TYBA.,"o local onde se cultiva o al godao.' 0 algodoeiro, arvore ou arbusto da famT lia das gossipiaceas, genero"
AMAN'-U-IO-TYBA.,Gossipium.
AMA-R-AG-Y.,rio procedente da chuva.
AMARANA.,quedo.
AMARAN-A,factivo: estar quieto (na forma nega- tiva).
AMA-TIRI.,raio: ama-tiri.
AMA-TIRI.,raio.
AMBABA.,lugar.
AMBARfi,"lagartixa, reptil da familia dos geco- nldeos."
"AMBA-YBA. Botanica: ambauba, arvore da familia das mora- ceas, genero Cecropia","figo, figueira, ar- vore da familia das moraceas, genero Ficus."
AMBfi,"barriga, a parte entre os quadris, ventre."
AMBfi,transitivo: continuar de pe.
AMBfi-AIO,bolsa de gamba.
AMBE-AOBA.,tanga.
AMBE-AOBA.,"""Cache-sexe"", cerou- las, cal"
AMBE-AOBA.,a.
AMBfi-AOBA-QYKA,trapo.
A-MBO.,cinco.
AMBU.,"barulho, grunhido, ruido, roncador, tropel."
AMBU,"intransitivo: grunhir (o porco), roncar."
AMBU-A.,"centopeia. Designaçao de varios miria- podes das familias dos julidas e polideomidas, chamados atualmente embua."
AMBUBA.,"monco, moncoso."
AMBUB'-OK-A.,transitivo: assoar o nari
AMBUB'-OK-A.,.
AMBU'-OK-A.,transitivo: assoar o nari
AMBU'-OK-A.,.
AMBY-AQY.,fome. Adjetivo: faminto.
AMBY-AQY,factivo: estar com ou ter fome.
AMBY-AQY-BORA.,faminto.=amby-acy-
W4BY-ACY-BORA-POIa,transitivo: dar de comer aos que tem fome.
AMB'-YKY-KURUB-A,transifivo: brotar os oihos do rebento.
AMBY-KYRA.,"broto, grelo, rebento, renovo. - axny-kyfa."
AMERE-CYMA.,"variedade de lagartixa,"
AM'-EYMA.,"negativo do futuro do infinito verbai ou do substantivo,"
AMI,"factivo: estar de pe. - aml-ote,"
AMI.,transitivo: espremer.
AM'-IO-TE.,factivo: estar de pe= ami. ii it
"AMO Indefinido: alguma, um certo, outro (s), outras coi sas, varios, diversos(as)","certo, ver dadeiro. Artigo: um."
AMO.,"de gerundio dos verbos de Pronome: paciente,"
"Nasaliza-se em ""n'amo"". Se o tema do",aca- ba em vogal tonica
"Nasaliza-se em ""n'amo"". Se o tema do",1
"Nasaliza-se em ""n'amo"". Se o tema do","Preposigao; como, conforme, segundo."
AMO.,"de aproximaçao: mais para la, alem, longe,= amo-ngoty’."
AMO-AKYM-A.,"transitivo: aguar,"
AMO-AMO-NEME,ve
AMO-AMO-NEME,.
AMO-MBAE. Particulas agrupadas,"indefininido: algo, alguma coisa,"
AMONG,"-E-ABA- Botanica; variedade de graminea,"
AM5‘NGY,"transitivo:' emplumar o corpo de, enfeitar o corpo de"
AM0-NGOTY,"de aproximaçao: ia, alem de, longe.= amo."
AMO-PIRA,"cachilhos, franja, 2 Prepucio."
AMORfi-PINIMA.,variedade de peixe marinho. 7\mO-T-ABA. Substantivo: bigade
AMOTA,transitivo: amar.
AMOTAR-A,"transitivo: anaar, querer bem,"
AMOTAR-EYMA.,"transitivo: detestar, odiar, querer mal"
AMOTAR-EYM-BARA.,"desafeto, inimigo."
AMO-Y-PIRA.,"o que fica do outro Xado ou da ou tra banda, o vizinho da outra margem. Adjetivo: aliado, estrangeiro."
A-MU.,gente aparentada.
AMUIA.,avo.
AMOIa,avo.
AMO-I-BAE-PAGOaMA.,antepassados. avos.
AMO-NDABA.,"aldeia vizinha a, arrabalde."
AMYlA,avo.
AMY-I-NDABA.,"aldeia vizinha a, arrabalde."
AMY-I-OKA,"casa vizinha a, vizinhanga,"
AMYI-PAGUAMA.,"antepassados, avos,"
AMY-KYCIMA.,"pegajoso, viscoso."
AMY-KYRA.,"Ijrrotp, renovo."
AM-YRA.,"defunto, finado: amb-yra,"
AM-YR'-I.,"defunto, finado (forma afetiva, da- da pelo su"
AM-YR'-I.,"ixo""-i"". -k"
ANA-gE.,"parente chegado, consanguineo."
ANA-GO-YKY-TINGA.,tecido da parte postero- superior da coxa.
ANA-GO-YRA.,tecido da parte postero superior da coxa. =' ana-gu-yky-tinga.
ANAKA.,variedade de periquito.
ANAMA.,"casta, naçao, parciali- dade, parente, parentela, parentesco, raga. Ad- jetivo: espesso, grosso e chato, grosseiro, de cabega achatada. Particula: nasalaçao de ""g-a- rama"" (futuro de ""gara""): que, o que."
ANA-MBE.,nome de varias aves da familia dos cotingideos.
ANAM-UQU.,: grossao.
ANA-NGATU.,: muitos (muito pouco usado).
ANDARA.,"abragado para a danca, que danga abraga- do."
A. NDA-YA.,copioso em amaendoas.
AND'-UBA,"transitivo: sentir, perceber, pressa giar, pressentir."
AND'-YRA.,"morcego, mamifero quiroptero."
ANDYRA-AKA.,variedade de morcego.
ANG.,de aprokimaçao: este.
ANGA.,parte posterior.. 2 Abrigo. 3
ANGA.,"Alma, eco, sornbra. AdvOrbio tem- poral: agora. Indefinido de aproximaçao (de co_i sa que se esta yendo): este{a)(s), isto (visi"
ANGA.,"- vel ou invisivel), eis aqui, eis este, eis que ja."
ANGAI,": o! O, sim! o, que bom!"
ANGA(gUPE),"transitivo: lembrar, ocorrer."
ANGA-AYBA.,"1 alma ruim, infeli"
ANGA-AYBA.,ou danada. 2 A vis ao ma.
ANGA-BA! Voaativo: o sim! qre bom! por favor! Com,"afirmativo, S evpvcssao de louvor, afeto, cari- nhq,. compaixao, nem sempre tradutivel«= muru- angaba. Substantivo: o bom do, o coitado do. Ad- verbio: por fim."
ANGABA,sinal. 0 aC
"ANGAB-I-ME E. Partlc. ulas agrupadas. Drminutivo de ""angaba"", para encarecer com realce’unta ¡falta",er paus.
ANGAG-OERA.,o que vitupera.
ANGA-I. Adverbio: absolutamente nao. 0,"""-i"" e de negaqao. Substantivo:: esplrito fraco. 0 Sufixo: ""-i"" e diminutivo."
ANG'-AIBA.,"magro, mau."
ANG'-AIBAB-I-IARA.,"definhado, tuberculoso."
ANG'-AIB'-ARA.,"magro,"
ANG'-AIB'-I.,um pouquinho mais.
ANG'-AI'-BORA.,magro.
ANGA-ING'-AIBA.,"doido, louco."
ANGA-ING'-AI'-BORA.,"doido, louco."
ANGA-I-PABA.,"depravaçao, maldade. f. pecado."
ANGA-I-PAB'-I.,pobre diabo.
ANGA-I-PA-BAE.,malvado.
ANGA-I-PA-BAE.,pecado. =
ANGA-I-PA-BORA.,malvado.
ANGA-I-PA-BORA.,pecador.
ANGA-I-PAB'-YPY,pecado original.
ANGA-I-PA'-GUERA.,rebutalho.
ANGA-I-PAB'-ABA.,modo de ser mau.
ANGA-I-PAB'-ABA.,"maldade. pecado, ruindade."
ANGA-O.,"transitivo: 1 ameagar, vituperar. 2 Murmurar."
A-NGATU-RAMA.,"bondade, virtude."
A-NGATU-RAMA.,"o bem aven- turado, a santidade. Adjetivo:"
A-NGATU-RAMA.,"bem aventurado, santidade. 2 Bom, feli"
A-NGATU-RAMA.,", generoso."
A-NGATU-RAMA.,"bondoso, prespero, santo, venturoso."
ANGA-Y.,rio das almas.
ANG'-EKO.,"afliqao, angustia, cansaqo, tristeza."
ANG'-EKO-AIBA.,"afligao, angustia, cansaço, tris teza."
ANG'-EKO-TEBE.,"aflito, angustiado, triste. Subs- tantivo: ansia, afligao, angustia, tristeza."
ANG'-EKYI-A.,transitivo: conquistar o coraçao de.
ANG'-EPlAK-A.,transitivo: ver a imagem.
ANG'-E-R-EKO.,"transitivo: ter cuidado com, zelar. Subs tantiyo •. preocupa. gao."
ANG'-ETA.,"duvidoso, indeciso."
ANG' -U EKYl-A.,transitivo: conquistar
ANG' -U-ENDABA.,lugar de estar a alma.
ANG' -OERA.,"alma, espirito - ang'uere, em tupinamba."
ANG' --OERA-gO.',"transitivo: espantar, atemorizar, as- sustar."
ANG' -u-E-R-EKO.,"transi. tivo: ter cuidado ou preocupa qao com, cuidar de."
ANHA,"1 dente.= aia. 2 Massa, corte, talho."
ANHA-gY,"peqonhento, venenoso (animal que 1 morde),."
ANHANA.,"empurrado, expelido."
ANHANGA.,nome de um ginio da floresta.
ANHANGA.,"de- monio, diabo."
ANHANG'-ABA-U.,o bebedouro dos maleflcios.
ANHANGA-R-ATA.,"fogo-do inferno, fogo do dia bo, fogo eterno."
ANHANGA-R-EPOTI-,enxofre. 71NHANGA-Y. Substantivo: agua ou rio-do diabo.
ANHANG'-I-IaRA,transitivo: por luto.
ANHANG'-OERA.,a cova do diabo.
ANHANG'-U-I.,enxofre.
ANHA-PO-pOera,argola.
ANH'. APUA.,presas (dentes caninos).
ANHE-gYlA.,"dente boto, dente canino, presa (dente)."
ANHfi—E-ANHfi,transitivo: irregular: rebater.
ANHE-E -NHE.,"transitivo: irregular; afirmar, dizer que sim."
ANHE-'TE-KATU-NHE. Particulas agrupadas,cer- teza.
ANHE-TE-MO! Particulas agrupadas,oxala fosse assiml
ANHE-TE-MO-NE! Particulas agrupadas,oxala fosse assim!
ANHE-TE-MO-NE-..-MA! Particulas agrupadas,oxala1
ANH'— INGA.,"biguatinga, ave da familia dos ploctideos."
ANH'-I-TINGA.,especie de corvo.
ANHO-FXN-A.,transitivo: acepilhar.
ANHO-TYM-A,transitivo: soterrar.
ANH'-UBAN-A,transitivo: abraqar.
ANHUMA.,"ave da familia dos anhimideos, genero"
ANH'-UP'OKA.,ave da famxlia dos palamedeideos
ANH -U-R-i,"colo, pescocinho, 2 0 que e estrei- to no meio."
ANH,"ave da familia dos anhinldeos, gene- ro Anhuma"
ANH'-Y-NHUNG-A,pronominal: arrugar-se
ANH'-YPY-POERA,argola
ANINGA,arrepio.
ANING-A,reflexivo: arrepiar-se
ANONG-A.,"transitivo: agourar, prognosticar, augurar."
ANUM«,"anu ou anum, passaro da familia dos cu- culideios, genero Crotophaga e Guira,."
AO.,transitivo: injuriar. Forma gerundio de modo es- pecial por terminar com duas vogais. Ex. a5-abo: injuriando.
AOA.,"de proximidade: esse(a)(s) mesmo(a)(s). S so de uso de homems, mas quase sempre no sentido plural."
AO-AlBA.,trapo. ~ ao-ai-guera.
AO-Al,trapo.
AOBA.,"veste, revestimento."
AOBA.,"pano, roupa. Ver- bo transitivo: encobrir:, envolver, vestir rou- pa,"
AOBA-CYKA.,"gibao, jaqueta."
"AOBA-YBl, Substantivo;",veu.
AOB -OK-A.,"transitivo: tirar a roupa, despir. A pes- soa e o objeto direto."
AOB'-ugu,: vela de barco. 2J7 aO'-IubA
AO'-IUBA.,manga de roupa. a 0'-KU-A
AO'-IUBA.,AND'-OKA. Substantivo:
AO'-IUBA.,pelote.
A0'-MONDEB-A.,transitivo: vestir.
AOPA-T-XlA.,botao de roupa.
AOP'-O-BEBE.,pano fino.
AO'-PY-AgAB-A.,intransitivo: - tecer pano.
AO —PY-ASAP' -ABA.,lan<jadeira de tear. 'k k k
"A-PA. Prefixos agrupados com funqao adverbial: de todo, todo(s), totalmaente."" Pa"" e um indefinido e ""a"" um quase",e quase radical.
APA.,"desabado, desmonorante."
A-PA- <J-OK-A<,"transitivo: socar, macetar, pilar todo"
APA-GOI.,: coitadol obal ui!
A-pA-iE.,"debrugado, inchado, inclina- do"
A-pA-iE.,"maduro, tombado Substantivo: madureiro,"
APA-IEreb-A,"intransitivo: rolar, revolutear to do, revirar."
APA-IugOA,"confuso, embrulhado, encarogado, mis- turado.- apa-tyra. Substantivo: bolota r glanulaçao, grumo f"
APA-KATU.,"transitivo: dobrar pelas pontas, acertar as pontas, encurvar."
A-pA-KUIa,"intransitivo: desmonorar-se todo, derrocar, acabar-se todo, cair desmonorando."
APA-MOKAN-A.,"transitivo: remexer, misturar tudo ou todo."
A-PAN-A.,"transitivo: nao atingir a cabega em cheio, atingir somente de raspao."
APA-pOARA.,dobra- Verbo: transitivo: dobrar todo.
APA-PUBA.,"fofo, todo mole."
APARA.,"aleijado, encolhido, encurvado, entrevado."
APARA,"transitivo: encurvar, entortar"
APARA'-lE-REB-A,"intransitivo: cair rolando, rolar."
APARAR,"intransitivo: cair (o que esta assenta do ou pousado, como gente, ponte, casa, prato), vergar-se (cair do lugar)"
APAR # -ATA.,"espesso, duro, hirto."
APAR # -E-YBA,", Arvore do genero Rhizophora."
APAR'-I.,"transitivo: entortar. Adjetivo: curvo, torto."
APAR'-OK-A.,"transitivo: desentortar, endireitar, re- tificar, tirar a curvatura."
APAR'-YBYR-A.,"transitivo: dobrar pelas pontas, empa- relhar."
APA-TYNA.,"encarogoado, embrulhado, misturado."
APA-XIXA.,"encarogoado, embrulhado, misturado."
APA-XIXA.,"encarogoado, embrulhado, misturado."
A-PE.,1 caminho.
A-PE.,", de fruto duro, etc.), casco, concha, escama. 3 Superficie (contrario de aves so)."
APE.,direito.
APE.,derivacional dos aue de noirtes formam nomes. Es- ta no limite entre Afixo: e radical de coisa ex- terna.
APE.,"as tortas, torto."
A-PE-AQABA.,a saida do caminho.
A-PE-AQU.,1 estrada na praia ou na margem do rio. 2 0 ponto. 3
A-PE-AOB-A.,forro. Verbo: transiti- vo: forrar (por fora).
A-PE-AO'-PABA.,forro.
A-PE-APY.,"transitivo: queimar (barco, para calafe - tar. - a-pe-reba."
A-PE-ARA.,"parte exterior, parte externa, su- perficie."
APEARE.,variedade de inseto.
APE-AR0,transitivo: esperar escondido a passa- gem de.
A-PEBA.,"achatado, largo e arredondado."
A-PEB'-2,"achatadinho. 0 ""-i"" e diminutivo."
A-PEB'-UQU.,"achatadao. ""Uqu"" e aumentativo."
A-PE-BURA.,estufado.
A-PEK-A,transitivo: chamuscar.
A-PEK-E-RA.,"aparado, raso, tosado."
AP'-EKO,"intransitivo: frequentar, visitar."
A-PE-KO.,"lingua, superflcie alongada, como trato de terra do litoral, da praia, etc.= ku."
A-Pe-KU-MA',"fuligem, picuma."
APE-KY-CYMA,dianteira
APE-MIM-A,transitivo: murar.
APENG'-OK-A.,"transitivo: desentqttar, endireitar."
APE-NUNGA.,onda.
A-Pfi-OK-A.,transitivo: descascar ou tirar a casca grossa.
APE-OK-A.,"transitivo: desentortar, endireitar, tirar o torto."
APE-'Pfi,":'caminho amplo. 2 Planicie, coisa plana."
APE-PE'-NDOARA,"transitivo: ir ao encontro de, sair ao en"
APE-PE'-NDOARA,ontro de.
A-PE-PU-KU-MA.,fuligem
A-PE-PU-KU-MA.,picuma.
APE-PU.,": bravata. Adjetivo: brava- teiro, blasonador. 2 Duvidoso, indeciso, leviano."
A-PE-PUERA.,"crosta, concha, casca."
A-PE-PY-XAGOANA.,precinta.
A-PE-PY-XUGOaNA.,precinta.
APEREA.,"prea ou piria, roedor do genero Cavia."
A-PE-REB-A.,transitivo: queimar. - ape-apy.
A-PE-RERA.,"embrulhado, encaroqado, misturado. 2 Aparado, igual, raso, tosado. Verbo: transitivo: aparar, tosar."
A-PE-TYBIRA.,caminho cheio de poeira.
A-PE-UBAND'-ABA.,forro.
APE-YBA.,: pau de jangada.
A-PI.,"transitivo: 1 atirar flechas ou pedras, acertan do, sem penetrar, ferir a cabeça de, relar ern, dar marrada, dar cabeçada. 2 Tropeqar em."
A-PIA.,"penis circuncidado, testiculo."
APIABA,"malhado, manchado."
APIA-g 0AQU.,hernia escrotal.
APlA-GOERA.,sinal de pedrada.
APIA-NUPA.,transitivo: capar ou castrar por esmagamento.
APIA-OK-A,transitivo: capar ou castrar por extraçao.
APIA-OK'-I-PYRA.,castrado.=apia-y-i-ok'-i pyra.
APIAR-A.,"transitivo: atender, cumprir (na lin- guagem dos homems), obedecer, observar."
APIA-IIA,testiculos.
APIA-5'-I-OK'-I-PYRA.,castrado.
A-PI'-BURA.,estofado.
API-gugUNGA.,o latejar ou palpitar da moleira.
API-KUl,caspa.
A-PIN-A.,"transitivo: cortar o cabelo de, rapar a ca- be"
A-PIN-A.,a por cima ou de.
A-PINA.,"pelado na ponta ou na cabecja, rapado por cima. No sentido de pelado pode ser a cabega, o topete, o grao, etc."
API-PEMA.,"alto do nonte, espigao, ponta angu- losa. 2 Quina."
A-PIRA.,'couro da cabega (humana). 2 Pre- pucio.
A-PIR'-ABA.,pelo da cabega.
A-PIR'-AlBA.,"impetigem, usagre."
A-PIR'-ABOO_,transitivo: pelar a cabega de.
A-PIR' -ABOO-I.,transitivo:' pelar a cabega de.
A-PIR'-AMO.,transitivo:
A-PIR'-AMO.,"mergulhar, por de molho. 2 Aguar, regar."
A-PIR'-ETAB-A.,"transitivo: aparar o cabelo de,"
APITI.,"transitivoi matar fazendo grande es- trago fisico, espatifar, fazer mortandade, tru- cidar."
APITI-TINGA.,mancha branca na cabega.
APIT'-U-MBEKA.,raoleira.
A-PI-XABA.,cutilada ou pancada na c
A-PI-XABA.,bega.
A-PIXA-EMBE.,cachago de anta.
A-PIXAI.,"bolota de farinha de man- dioca (puba). Adjetivo: crespo, enrugado."
APIXAM.,transitivo: beliscar.
API-XA'-PABA.,cutilada.
API-XAiiA( (T -j,"o proximo, o semelhante."
API-XOgoi:-A.,"transitivo: 1 contar, ler ou relatar al- go aos trancos. 2 Marchar contando. 3 Tomar uma coisa, deixando outra."
A-PIXYB-A.,transitivo: afagar a cabega de.
APO.,"de proximidade: aquele(a)(s), aquilo (cujo nome me foge."
APO.,"a base, a fundaçao, rai"
APO.,.
APO{I—},"transitivo: ajeitar, fazer, preparar. 2 guisar,"
A-POA-I_,curto.
APOAM-A.,intransitivo: empinar-se.
APOANA,factivo: estarem juntos muitos.
APOA-NAMA,"cerrado, denso, encorpado, espesso."
APO-I.,transitivo: fazer.
A^PQ-MONGA.,coisa arredondada. Adjetivo: viscosa
APONA-O-RE.,factivo: estarem juntos muitos.
APONGA,opilapao. Adjetivo: opilado.
APO-OK-A.,transitivo: arrancar pela rai
APO-OK-A.,","
APO-POR-A^g-),"transitivo: irregular: nascer a plumagem em,"
APO-PUERA.,rebutalho.
A-POR-A,"transitivo: Na forma negativa: 1 brigar, discutir, teimar (tudo com palavras"
A-POR-A,"sem açao). 2 Nao desistir, insistir, perseverar, persistir. Verbo: fac tivo; ser importuno,"
A-POR'-EYMA.,"briga, discussao, teima. Adjet_i vo: pertina"
A-POR'-EYMA.,", teimoso,"
A-POR-EYMA,"transitivo: brigar, discutir, tei- mar,"
A-PUX.,"montao, monte. Adjetivo: 1 arredon dado, esferico, redondo. 2 Ajnonto r ado/ pontudo,"
APUA,"1 cabo, ponta de terra, ponta {de arvore). 2 Labio superior, beigo. 0 labio infe- rior e ""embe (t-)"". ( APUA-ABA. Substantivo: bigode, bugo."
APUA-gYAB“A.,"transitivo: despontar, cortar as pontas de."
APUA-I.,curto.
APUA-MO-PEN-A.,transitivo: quebrar as pontas de.
APUANA.,ligeiro.
APUAN-A,"intransitivo; andar muito depressa (pisando alto), correr. Verbo: predicativo: ser ligeiro."
APUA-O-BYRA,ponta. Adjetivo: pontudo.
APUA-OK-A,"transitivo: agugar, afiar, fazer ponta em,"
APUA-PYK-A.,"transitivo; 1 acolher, apanhar, recolher, juntar. 2 Encolher,"
APUAR-A,transitivo: enrolar.
APUA-T-URU.,rombudo.
A-PUBA.,maduro.
APU-GO-ARA.,"transitivo: amortalhar, liar, enrolar defunto."
APU-MIM-A.,"transitivo: afundar, mergulhar.= apy-mim-a,"
A-PU-PA0,"1 entrepernas, espago entre um pe e outro, passo. 2 Regaqo."
APU-PAU-MBI-R-ARA.,transitivo: abrir as pernas de.
APU-PAO-MEKA.,"transitivo: abrir as pernas de, escarrapachar."
APU-PA0-MOMB'-OK-A.,transitivo: abrir as pernas de.
APU-PE.,"as partes sexuais da fimea ou da mulher, vulva."
APU-PIRA.,"partes sexuais da femea ou da mulher, vulva."
A-PU-RUPA.,transitivo: dar ou bater na cabega de.
APU-T-UUMA.,polpa.
APU-T-UUMA-OBA.,"meninge, rede ou teagem dos miolos."
APU-T-UU-MBIRA.,rede ou teagem dos miolos.
APU-T—U0-MB-OK-A.,transitivo: tirar a polpa de.
APY,"transitivo: marcar, queimar, requeimar."
APIAB-A.,"1 Indio, indigena, naqao, povo. 2 Ho- mem macho, varao. Adjetivo: naoho."
APY-AB'-AIBA.,Indio.
APY-AB'-AIBA.,selvagem.
APYAB-A-ugu,"homem adulto, homem raaduro."
APYA-BEBfi,:
APYA-BEBfi,anjo.
APY-AMA.,inclinado.
APYA-PAGOama,antepassados.
APYQA.,ouvido. Como expressao do ouvido pode significar: atengao.
APYCA,transitivo: ouvir.
APYgA-ANAMA.,": mouco, surdo."
APY-gABA.,marca.
APYgA-BYRA.,"ouvido erecto, ouvido atento."
APYgA-EYMA.,"pertina 2, surdo a. Em Piratininga= apy"
APYgA-EYMA.,a-karara.
APYgA-KARARA-,pertina
APYgA-KARARA-,", surdo a."
APYgA-KUA-IEO,trahsitivo: ficar surdo.
APYgA-KUA-KANHEM-A~,transitivo: ficar surdo.
APYgA-KUARA.,oriflcio auricular.
APYgA-KUARA-BY',"a coisa ouvida, a pessoa que ouve (objeto)."
APYgA-KUAR' -UUMA.,cera ’do ouvi-do.
APYgA-KUAR'-Y-GUGUA.,"cera do ouvido,"
AP-gANGA.,"coagulado, coalhado, compacto, espes- so, grosso, pastoso,"
A-PYgYKA.,"consolado, farto, satisfeito, sossega- do, tranqñilo."
A-PYgYK-A.,"predicativo: estar farto, es- tar contente com."
A-PYQYK'-ABA.,"causa de. consolo, consolaçao, consolo."
AP? IA.,"arredondado, circular, redondo."
APY-I-GUAR'-ABA.,cabelo das ventas.
APY-I-GUAR'-UUMA.,secregao nasal.
A-PYQY -KATU.,"farto, satisfeito, consolado, sossegado""."
A-PY' -KAM'HEM-A.,"intransitivo: desaparecer ou sumir ao longe (no caminho, no horizonte)."
APY-MIM-A.,"intransitivo: afundar, mergulhar."
APY-MONDYK-A.,"transitivo: acabar de fazer, bonciuir, rematar."
APYNHA.,ponta do nari
APY'-NHANG-A.,transitivo: atigar o fogo.
APY-PEBA.,"abaixado, agachado."
APY-PEMA.,"espigao, ponta angulosa, cabega de monte.=api-pema."
APY- r PY. IEPE.,"transitivo: convencer, demover. A du- plicaçao e iterativa."
APY-PYK-A.,"transitivo: 1 confutar, apertar, contestar. 2 Maltratar, oprimir."
APYRA.,"conclusao, fim, remate."
A-PYRA.,"cume, fontanela, moleira. 2 Ponta fina."
A-PYR-A-BOU.,transitivo: pelar a cabega de.
A-PYR'-AQAB-A,transitivo: saltar ou passar por ci- ma de.
A-PYRA. mO,transitivo: mergulhar a cabega de.
APYR'-EYMA.,"infinito, sem Sim,"
A-PYR-ETAB-A,"transitivo: aparar o cabelo de, des- pontar o cabelo de."
"A-PYR-I. Adverbio: quase que, logo que, dentro de pouco, por pouco que. Serve de",com os mesmos signifi- cados.
A-PYR-I-XOARA.,"vizinho. 0 ""-i"" e preposiqao loca- tiva e determina a mudanca de ""quara"" em ""xuara"" pelo seu contato."
A-PYR-0. Adverbio: em ponto de,transitivo: acrescen tar.
A-PYTA-g 0A.,"cabega saliente, saliencia. Adje- tivo: cabegudo ou saliente."
A-PYTA-I-YKA.,"pahtosa, pegajosa, viscosa."
APYT - AMA.,"feixe, molho, ramalhete."
APYT-E-IUBA.,gema de ovo.
APYT-E-KUIA.,calvo.
A-pytera,"i centro de, meio, a Cume, vertice, parte superior, alto da cabega. 3 Chapada. 4 Amago, medula."
APYT-EREBA.,t coroa. Adjetivo: calvo.
APYTER'-ENDABA.,rodilha para a cabe? a carregar peso.
APYT-E-RuA.,no de madeira.
APYTER-YBU.,"a fonte do meio, a bica central."
APY-TI.,"transitivo: amarrar, atar, atar as pontas, atrelar."
APY-TI-TINGA.,mancha branca na cabega
APYR'-Oera,"remate, conclusao, fim."
APYR,armaçao de cumeeira.
APY-XAB-A.,"cutilada, pancada. Verbo: transi- tivo: ferir, ferir (em geral)."
APYXA-EMBE.,cachago de anta.
ARA.,"1 entendimento, juizo. 2 Dia, lu"
ARA.,"do dia. s Mundo, sol, tempo. 4 PartJe de cima, parte superior."
AR-A.,"transitivo: irregular: ‘acontecer. 2 Apanhar com a mao (lenha, coisas), arrecadar, coletar, colher, 3 Pe gar, puxar por, 4 Receber. s Tomar. 6 Embarcar. Verbo: intran sitivo:! nascer. 2 Cair em arm"
AR-A.,dilha ou em caga.
ARA.,"variante de ""gara"": que, o que, aquele que. Ex. mo-nhang-ara: o que fa"
ARA.,.
ARA-A.,"parte nao mortal, parte nao vital."
ARA-A-KA-CY-BORA.,"vaidoso, vanglorioso."
ARA-A-kA-CYKA.,"vaidade, vangloria."
ARABE.,"barata, besouro, escaravelho."
ARABE-R-I.,"1 lambari, peixe da familia dos ca- racideos. 2 Sardinha, peixe da familia dos che peideos."
ARAgA-G-Y.,rio dos aragas.
ARAQA-R-I.,"variedade de tucano,= araga-r-i- poka."
ARAgA-R-I-GUANA.,comedouro dos tucanos.
ARAgA-R-I-p'-OKA.,variedade de tucano.
ARAgA-TYBA.,aragasal.
ARAQOl-ABA.,"penacho, carapuga de penas. t"
ARA-EgE.,transitivo: entender.
ARA-GUA-GUA.,"espadarte, peixe da familia dos xifideos, genero Xiphias."
ARA-GUA-I.,ave da familia dos psitacideos.
ARA-GUERA.,coroa.
ARA-GUYRA.,"tico-tico-rei, ave da familia dos frinyilideos, genero Coryphospingus."
